id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
4190,Female,Urban,High School,5L-10L,0,1,4323,More than 1,A,Gold,239808
4191,Female,Rural,Bachelor,5L-10L,0,7,4577,More than 1,B,Gold,73668
4192,Female,Urban,High School,5L-10L,1,6,3891,1,A,Platinum,33816
4193,Female,Rural,High School,5L-10L,0,0,0,More than 1,B,Platinum,70536
4194,Male,Urban,High School,5L-10L,1,1,3844,1,B,Silver,67656
4195,Male,Urban,Bachelor,2L-5L,1,6,3634,More than 1,A,Silver,112380
4196,Female,Urban,High School,2L-5L,0,6,11629,More than 1,A,Platinum,68928
4197,Female,Urban,High School,5L-10L,1,1,2347,1,A,Platinum,34248
4198,Male,Rural,High School,5L-10L,0,8,3987,More than 1,B,Platinum,105420
4199,Female,Urban,High School,5L-10L,0,7,16149,More than 1,B,Gold,346668
4200,Male,Urban,High School,5L-10L,0,5,4304,More than 1,A,Silver,357540
4201,Male,Urban,Bachelor,5L-10L,1,6,3678,More than 1,A,Platinum,68148
4202,Male,Rural,High School,5L-10L,1,2,2753,More than 1,A,Silver,53136
4203,Female,Urban,Bachelor,5L-10L,1,7,4062,1,A,Silver,47868
4204,Female,Urban,High School,5L-10L,0,1,2146,More than 1,B,Silver,70788
4205,Male,Rural,Bachelor,5L-10L,1,6,4913,1,A,Platinum,63444
4206,Male,Urban,High School,5L-10L,0,3,5773,More than 1,A,Platinum,71772
4207,Female,Urban,High School,5L-10L,0,6,4543,More than 1,A,Platinum,354000
4208,Male,Urban,Bachelor,2L-5L,1,7,0,More than 1,A,Platinum,62424
4209,Male,Urban,High School,2L-5L,0,1,5021,More than 1,B,Platinum,92592
4210,Female,Urban,High School,5L-10L,0,5,8709,More than 1,B,Platinum,64164
4211,Female,Urban,Bachelor,2L-5L,0,6,6556,More than 1,B,Silver,71352
4212,Female,Rural,Bachelor,More than 10L,1,1,0,More than 1,B,Platinum,90216
4213,Male,Urban,Bachelor,5L-10L,1,2,4305,More than 1,A,Platinum,267804
4214,Female,Urban,High School,2L-5L,1,2,10084,More than 1,C,Silver,147864
4215,Male,Urban,Others,5L-10L,1,5,3391,More than 1,A,Platinum,132528
4216,Male,Urban,Bachelor,2L-5L,0,8,13603,More than 1,B,Platinum,64212
4217,Female,Urban,Bachelor,5L-10L,1,4,3664,More than 1,B,Platinum,28476
4218,Female,Urban,Bachelor,5L-10L,1,3,6209,More than 1,A,Platinum,55008
4219,Male,Urban,High School,5L-10L,1,6,2910,More than 1,A,Silver,66060
4220,Female,Rural,Bachelor,5L-10L,0,6,0,More than 1,A,Platinum,96564
4221,Female,Urban,High School,5L-10L,1,7,4225,More than 1,A,Platinum,70344
4222,Female,Urban,Bachelor,5L-10L,0,8,6554,More than 1,A,Silver,295212
4223,Female,Urban,Bachelor,5L-10L,0,0,4458,1,A,Platinum,90180
4224,Female,Rural,Bachelor,More than 10L,1,7,0,1,A,Platinum,61080
4225,Male,Rural,High School,5L-10L,1,6,8308,1,A,Gold,30216
4226,Female,Urban,Bachelor,5L-10L,1,1,3538,More than 1,B,Gold,65016
4227,Male,Urban,Bachelor,2L-5L,1,6,3723,More than 1,B,Platinum,193764
4228,Female,Urban,High School,2L-5L,0,3,11832,More than 1,A,Platinum,55464
4229,Male,Rural,Bachelor,More than 10L,1,2,0,1,A,Gold,70848
4230,Male,Urban,High School,5L-10L,0,1,4079,More than 1,A,Platinum,62232
4231,Male,Urban,High School,5L-10L,1,6,7860,More than 1,A,Platinum,106500
4232,Male,Rural,High School,More than 10L,1,1,3162,1,B,Platinum,31224
4233,Male,Urban,Bachelor,2L-5L,1,6,6593,More than 1,C,Platinum,109464
4234,Female,Urban,Bachelor,5L-10L,0,6,7553,More than 1,A,Gold,67596
4235,Female,Urban,Bachelor,2L-5L,0,6,5450,More than 1,A,Gold,65304
4236,Female,Urban,Bachelor,5L-10L,1,6,4281,More than 1,A,Platinum,124404
4237,Female,Urban,Bachelor,5L-10L,1,5,5697,More than 1,A,Platinum,128880
4238,Male,Urban,High School,More than 10L,1,7,9086,More than 1,A,Platinum,61560
4239,Female,Rural,High School,5L-10L,1,6,0,1,C,Silver,38724
4240,Female,Urban,Bachelor,5L-10L,0,6,2216,1,A,Platinum,49164
4241,Female,Rural,Bachelor,5L-10L,1,5,0,1,B,Silver,46140
4242,Male,Urban,High School,5L-10L,1,4,11338,More than 1,A,Gold,263328
4243,Female,Urban,Bachelor,5L-10L,1,6,2718,More than 1,A,Silver,67548
4244,Male,Urban,High School,2L-5L,1,1,7373,More than 1,A,Gold,69636
4245,Female,Rural,High School,More than 10L,0,4,0,1,A,Platinum,32988
4246,Male,Rural,Bachelor,5L-10L,1,2,0,More than 1,B,Platinum,247044
4247,Male,Rural,High School,5L-10L,1,7,2199,1,A,Gold,32496
4248,Male,Rural,High School,5L-10L,1,4,0,1,B,Platinum,61632
4249,Male,Urban,High School,5L-10L,1,7,6389,More than 1,A,Platinum,92832
4250,Male,Urban,Bachelor,5L-10L,1,4,3929,More than 1,A,Platinum,73332
4251,Male,Urban,Bachelor,5L-10L,1,7,5394,More than 1,B,Platinum,160356
4252,Male,Urban,High School,5L-10L,1,7,6108,More than 1,A,Platinum,165936
4253,Male,Urban,High School,5L-10L,1,6,2531,1,A,Gold,52500
4254,Male,Urban,High School,More than 10L,1,7,3734,More than 1,A,Platinum,147912
4255,Female,Urban,High School,5L-10L,1,6,2469,More than 1,A,Platinum,61836
4256,Male,Rural,Bachelor,2L-5L,0,6,3375,More than 1,B,Platinum,62412
4257,Female,Rural,Bachelor,5L-10L,0,1,0,1,C,Silver,67944
4258,Male,Urban,High School,5L-10L,1,3,4849,More than 1,C,Platinum,69024
4259,Female,Urban,High School,5L-10L,0,5,5076,More than 1,B,Gold,218964
4260,Male,Urban,High School,<=2L,0,2,6319,More than 1,A,Platinum,61356
4261,Female,Rural,High School,2L-5L,0,7,0,More than 1,B,Platinum,106428
4262,Male,Rural,Others,5L-10L,0,7,3737,More than 1,B,Platinum,91980
4263,Male,Urban,High School,5L-10L,1,6,2434,More than 1,B,Platinum,65592
4264,Male,Urban,Bachelor,5L-10L,1,5,3578,More than 1,A,Gold,93696
4265,Male,Urban,High School,2L-5L,1,7,15298,More than 1,A,Platinum,71736
4266,Male,Urban,Bachelor,5L-10L,0,6,3648,More than 1,A,Gold,115332
4267,Female,Urban,High School,<=2L,1,6,5139,1,C,Platinum,69672
4268,Female,Urban,Bachelor,5L-10L,1,3,0,1,A,Platinum,30960
4269,Male,Rural,High School,5L-10L,1,0,0,More than 1,B,Silver,48504
4270,Female,Urban,Others,5L-10L,0,4,5357,1,A,Gold,31872
4271,Male,Rural,Bachelor,5L-10L,0,1,6611,1,A,Platinum,34860
4272,Male,Urban,High School,5L-10L,0,6,6066,More than 1,A,Platinum,71412
4273,Female,Urban,High School,5L-10L,1,7,4399,More than 1,A,Gold,152244
4274,Female,Urban,Bachelor,2L-5L,1,6,6174,1,A,Silver,57216
4275,Male,Urban,High School,5L-10L,1,4,5351,1,A,Gold,32412
4276,Female,Urban,High School,5L-10L,0,7,6169,More than 1,B,Platinum,249276
4277,Female,Rural,High School,5L-10L,0,5,2752,More than 1,B,Platinum,64776
4278,Male,Rural,High School,More than 10L,1,5,3028,More than 1,A,Gold,106692
4279,Male,Rural,Bachelor,5L-10L,1,1,4020,More than 1,B,Platinum,72408
4280,Female,Urban,Others,2L-5L,1,4,2146,More than 1,B,Silver,62244
4281,Male,Urban,High School,More than 10L,1,6,0,More than 1,A,Platinum,253728
4282,Female,Urban,High School,5L-10L,1,6,2609,More than 1,A,Gold,112116
4283,Male,Rural,High School,2L-5L,1,8,0,1,B,Platinum,38136
4284,Male,Urban,High School,5L-10L,0,4,2772,More than 1,B,Platinum,250344
4285,Female,Urban,Bachelor,5L-10L,1,3,5479,1,A,Silver,32508
4286,Male,Rural,Bachelor,2L-5L,1,0,4774,More than 1,B,Gold,63636
4287,Male,Urban,High School,5L-10L,1,6,6944,More than 1,C,Gold,297108
4288,Male,Urban,High School,5L-10L,1,7,5906,More than 1,A,Gold,67344
4289,Male,Urban,High School,2L-5L,1,4,10682,More than 1,A,Gold,62388
4290,Male,Urban,High School,5L-10L,0,7,0,More than 1,A,Platinum,181596
4291,Male,Urban,High School,5L-10L,0,2,7471,More than 1,A,Platinum,117288
4292,Male,Urban,Bachelor,<=2L,1,3,3693,More than 1,A,Platinum,59220
4293,Female,Urban,Bachelor,2L-5L,0,6,2379,More than 1,B,Platinum,71820
4294,Female,Rural,Bachelor,5L-10L,0,3,2948,More than 1,C,Silver,155124
4295,Male,Urban,High School,2L-5L,0,6,16116,More than 1,B,Gold,65772
4296,Male,Urban,Bachelor,5L-10L,0,0,2986,More than 1,B,Gold,63204
4297,Male,Rural,Bachelor,5L-10L,1,6,2302,1,B,Platinum,59628
4298,Male,Rural,High School,More than 10L,0,5,10874,More than 1,C,Gold,97476
4299,Male,Urban,Bachelor,5L-10L,1,8,3942,More than 1,A,Platinum,48672
4300,Female,Urban,High School,5L-10L,1,5,10331,More than 1,A,Platinum,167904
4301,Male,Urban,High School,5L-10L,0,8,2967,More than 1,A,Platinum,356376
4302,Male,Urban,Bachelor,5L-10L,0,6,3944,More than 1,A,Gold,64896
4303,Female,Urban,High School,More than 10L,0,4,6914,More than 1,B,Gold,108360
4304,Female,Rural,Bachelor,2L-5L,1,1,3010,More than 1,B,Silver,96204
4305,Female,Rural,High School,5L-10L,0,5,6184,More than 1,A,Platinum,404388
4306,Female,Rural,Bachelor,2L-5L,0,5,0,More than 1,B,Platinum,63108
4307,Male,Urban,High School,5L-10L,1,8,4446,More than 1,A,Platinum,73968
4308,Male,Urban,Bachelor,2L-5L,1,0,5914,More than 1,A,Silver,64548
4309,Male,Rural,High School,5L-10L,0,6,0,More than 1,A,Silver,59652
4310,Female,Rural,High School,More than 10L,0,4,0,More than 1,B,Gold,69816
4311,Female,Rural,Bachelor,5L-10L,0,7,0,1,A,Silver,52884
4312,Male,Urban,High School,5L-10L,1,2,3579,More than 1,A,Gold,95700
4313,Female,Urban,Bachelor,More than 10L,0,1,5944,More than 1,A,Platinum,66084
4314,Male,Urban,High School,2L-5L,0,8,6169,More than 1,B,Platinum,71880
4315,Female,Urban,Bachelor,More than 10L,1,4,3788,More than 1,B,Silver,111372
4316,Male,Urban,High School,2L-5L,0,6,3716,More than 1,C,Platinum,63900
4317,Female,Urban,High School,5L-10L,1,3,4427,More than 1,C,Platinum,102984
4318,Male,Rural,High School,2L-5L,0,8,7519,1,A,Platinum,31716
4319,Female,Rural,Bachelor,5L-10L,1,6,2106,More than 1,B,Platinum,219216
4320,Male,Urban,Bachelor,More than 10L,0,7,4910,More than 1,B,Platinum,62100
4321,Female,Rural,High School,More than 10L,1,5,0,1,B,Gold,34500
4322,Female,Urban,High School,2L-5L,0,2,9425,More than 1,A,Silver,63108
4323,Female,Urban,High School,2L-5L,1,7,6469,More than 1,B,Platinum,97524
4324,Female,Rural,High School,5L-10L,0,6,6766,1,A,Platinum,33840
4325,Male,Rural,High School,2L-5L,1,5,5600,More than 1,A,Silver,115428
4326,Female,Urban,High School,2L-5L,1,4,6020,More than 1,A,Platinum,235920
4327,Female,Urban,High School,5L-10L,1,3,4798,More than 1,A,Gold,62388
4328,Female,Urban,Bachelor,2L-5L,1,5,6478,More than 1,A,Gold,193152
4329,Female,Rural,High School,5L-10L,1,4,2247,More than 1,A,Platinum,90000
4330,Female,Rural,Bachelor,5L-10L,1,6,4554,1,A,Platinum,50700
4331,Male,Urban,Bachelor,2L-5L,0,7,6425,More than 1,B,Silver,484836
4332,Female,Urban,High School,5L-10L,0,4,6378,More than 1,A,Platinum,421236
4333,Male,Urban,Bachelor,5L-10L,1,5,4269,1,A,Gold,57624
4334,Male,Rural,Bachelor,5L-10L,1,6,5664,1,A,Platinum,31032
4335,Male,Urban,Others,2L-5L,1,7,5501,1,B,Platinum,29592
4336,Male,Rural,Bachelor,5L-10L,0,7,0,More than 1,A,Platinum,69432
4337,Female,Urban,Bachelor,5L-10L,1,2,6002,1,A,Platinum,29364
4338,Female,Rural,High School,5L-10L,1,7,2827,More than 1,A,Gold,101160
4339,Male,Urban,High School,5L-10L,0,6,3817,1,A,Silver,63732
4340,Male,Urban,High School,5L-10L,1,7,4261,More than 1,A,Gold,64956
4341,Female,Rural,Others,2L-5L,1,6,0,More than 1,B,Platinum,60492
4342,Female,Rural,Bachelor,5L-10L,1,5,2683,1,B,Silver,63168
4343,Male,Rural,High School,5L-10L,1,3,0,1,B,Silver,65796
4344,Male,Rural,High School,5L-10L,0,5,0,More than 1,A,Silver,65988
4345,Male,Urban,Bachelor,2L-5L,0,3,3864,1,A,Gold,219456
4346,Female,Urban,High School,5L-10L,0,6,10653,More than 1,B,Gold,65220
4347,Male,Urban,High School,2L-5L,1,6,9277,More than 1,A,Gold,296184
4348,Male,Urban,Bachelor,5L-10L,1,4,3631,More than 1,B,Platinum,65964
4349,Female,Urban,Bachelor,5L-10L,1,4,3924,More than 1,A,Platinum,50784
4350,Female,Urban,Bachelor,2L-5L,0,3,8294,More than 1,B,Silver,291144
4351,Female,Urban,High School,5L-10L,0,8,4451,More than 1,C,Silver,111672
4352,Male,Urban,Bachelor,2L-5L,1,4,5763,More than 1,B,Gold,72204
4353,Male,Rural,Bachelor,5L-10L,1,8,2226,More than 1,B,Gold,75372
4354,Male,Urban,Bachelor,5L-10L,1,5,6032,More than 1,A,Gold,63072
4355,Male,Rural,High School,More than 10L,1,5,6339,More than 1,A,Platinum,32316
4356,Male,Urban,Bachelor,5L-10L,1,0,4117,More than 1,A,Silver,106284
4357,Female,Urban,High School,2L-5L,1,1,2977,1,B,Platinum,63936
4358,Male,Urban,High School,2L-5L,0,6,5504,More than 1,A,Gold,302112
4359,Male,Urban,High School,2L-5L,0,8,4245,More than 1,A,Platinum,71004
4360,Male,Urban,Bachelor,2L-5L,0,7,0,1,A,Silver,65160
4361,Male,Urban,High School,5L-10L,1,2,2797,1,A,Gold,33588
4362,Female,Rural,Others,More than 10L,1,6,2670,More than 1,A,Platinum,44352
4363,Male,Rural,High School,5L-10L,1,0,0,1,A,Platinum,43296
4364,Male,Urban,High School,5L-10L,0,7,6640,More than 1,C,Gold,275820
4365,Female,Urban,High School,5L-10L,1,7,11236,More than 1,B,Gold,169908
4366,Male,Rural,Bachelor,5L-10L,1,7,5730,More than 1,A,Platinum,61152
4367,Female,Urban,Others,5L-10L,1,7,4143,More than 1,C,Platinum,301524
4368,Male,Urban,Bachelor,More than 10L,1,1,3998,More than 1,B,Gold,64632
4369,Female,Urban,Bachelor,5L-10L,0,4,14906,More than 1,A,Platinum,449832
4370,Male,Rural,High School,More than 10L,0,4,3031,More than 1,A,Platinum,67368
4371,Male,Rural,Others,5L-10L,1,6,3193,1,A,Silver,51672
4372,Female,Urban,High School,2L-5L,1,7,6523,More than 1,A,Platinum,53424
4373,Male,Urban,Bachelor,2L-5L,0,6,4013,More than 1,A,Silver,56400
4374,Male,Rural,High School,5L-10L,1,2,0,1,A,Platinum,36660
4375,Male,Urban,Bachelor,5L-10L,0,6,6524,More than 1,A,Platinum,48372
4376,Female,Rural,High School,More than 10L,1,4,5565,1,A,Platinum,30624
4377,Male,Urban,Bachelor,2L-5L,0,8,16150,More than 1,B,Platinum,74316
4378,Male,Urban,High School,2L-5L,0,8,2839,More than 1,B,Silver,105180
4379,Male,Urban,Bachelor,5L-10L,1,6,5779,More than 1,A,Platinum,69576
4380,Male,Urban,Bachelor,5L-10L,0,8,3885,1,A,Gold,65892
4381,Female,Urban,Others,5L-10L,0,6,2372,1,A,Gold,32616
4382,Female,Rural,High School,More than 10L,0,8,3423,More than 1,A,Gold,272964
4383,Female,Urban,Bachelor,2L-5L,1,5,4106,More than 1,B,Platinum,61632
4384,Female,Rural,High School,More than 10L,0,0,4224,More than 1,A,Silver,34128
4385,Male,Urban,High School,5L-10L,1,6,2092,More than 1,B,Platinum,72108
4386,Male,Urban,Bachelor,More than 10L,1,8,4619,More than 1,A,Platinum,349188
4387,Female,Urban,High School,5L-10L,1,5,5500,More than 1,A,Platinum,60288
4388,Male,Urban,Bachelor,More than 10L,1,3,4520,1,A,Silver,38424
4389,Male,Urban,Bachelor,5L-10L,1,7,7406,More than 1,A,Silver,63636
4390,Male,Urban,Bachelor,2L-5L,1,4,5791,1,A,Platinum,35016
4391,Female,Rural,Bachelor,More than 10L,0,6,0,More than 1,B,Platinum,61272
4392,Male,Urban,High School,5L-10L,1,5,6145,More than 1,C,Silver,312144
4393,Female,Rural,High School,More than 10L,0,2,5367,More than 1,A,Platinum,71508
4394,Female,Urban,Bachelor,5L-10L,1,3,5926,More than 1,A,Platinum,64092
4395,Male,Urban,High School,2L-5L,0,6,7789,More than 1,C,Silver,94728
4396,Female,Urban,Bachelor,5L-10L,0,6,6186,More than 1,B,Platinum,32844
4397,Male,Rural,Bachelor,5L-10L,1,5,2290,More than 1,B,Platinum,67212
4398,Male,Urban,High School,More than 10L,0,3,2692,1,C,Platinum,62628
4399,Male,Rural,Bachelor,More than 10L,1,3,2218,1,A,Platinum,36720
4400,Female,Rural,Bachelor,2L-5L,1,5,2209,More than 1,A,Platinum,32400
4401,Female,Rural,Others,More than 10L,1,6,2507,1,A,Platinum,52032
4402,Male,Rural,High School,5L-10L,0,5,0,More than 1,A,Platinum,88980
4403,Female,Urban,Bachelor,More than 10L,1,1,2814,More than 1,A,Silver,72552
4404,Female,Urban,High School,<=2L,0,5,7144,More than 1,B,Silver,61176
4405,Male,Urban,High School,5L-10L,1,5,3059,More than 1,C,Platinum,64488
4406,Male,Rural,High School,5L-10L,1,6,2988,1,B,Gold,53352
4407,Female,Urban,High School,More than 10L,1,5,4120,More than 1,A,Platinum,60624
4408,Female,Urban,Bachelor,More than 10L,1,4,6698,More than 1,A,Gold,59496
4409,Male,Urban,High School,5L-10L,0,7,5495,More than 1,A,Silver,100620
4410,Female,Urban,High School,2L-5L,0,2,6742,1,A,Platinum,30720
4411,Female,Urban,Bachelor,More than 10L,1,2,5479,More than 1,A,Gold,58608
4412,Male,Urban,High School,5L-10L,0,2,6444,More than 1,A,Gold,35412
4413,Male,Urban,High School,5L-10L,1,4,2697,More than 1,A,Platinum,68304
4414,Female,Rural,High School,5L-10L,1,5,0,1,B,Silver,33036
4415,Female,Rural,High School,5L-10L,0,5,10678,More than 1,A,Silver,97980
4416,Male,Rural,High School,5L-10L,0,5,3527,More than 1,A,Gold,100812
4417,Female,Rural,Bachelor,5L-10L,1,4,2634,1,A,Gold,52440
4418,Female,Urban,Bachelor,2L-5L,1,7,5161,1,C,Silver,340140
4419,Female,Urban,High School,5L-10L,1,6,6133,More than 1,A,Platinum,63096
4420,Male,Urban,High School,5L-10L,1,0,4190,1,C,Silver,61968
4421,Male,Urban,Bachelor,5L-10L,1,6,4213,1,B,Gold,273480
4422,Male,Urban,Others,5L-10L,1,4,0,More than 1,A,Platinum,52824
4423,Male,Urban,High School,2L-5L,1,6,11186,More than 1,A,Platinum,104412
4424,Female,Urban,Others,2L-5L,0,6,7537,More than 1,B,Silver,63672
4425,Male,Rural,High School,More than 10L,1,3,0,More than 1,A,Platinum,63468
4426,Male,Urban,Bachelor,5L-10L,1,6,4252,1,A,Silver,40632
4427,Female,Rural,Bachelor,5L-10L,1,6,2958,1,C,Platinum,34884
4428,Male,Rural,Bachelor,5L-10L,0,6,6061,More than 1,B,Silver,62556
4429,Female,Rural,High School,5L-10L,0,6,0,More than 1,A,Platinum,154380
4430,Male,Rural,High School,More than 10L,1,6,0,More than 1,A,Gold,60744
4431,Male,Urban,High School,5L-10L,1,6,10058,More than 1,A,Gold,214584
4432,Male,Urban,Bachelor,5L-10L,1,6,6061,More than 1,A,Gold,107928
4433,Male,Urban,Others,5L-10L,1,4,3688,1,A,Gold,31116
4434,Female,Urban,Bachelor,5L-10L,1,4,0,More than 1,A,Platinum,61788
4435,Male,Urban,Bachelor,2L-5L,1,0,6848,More than 1,A,Gold,63336
4436,Male,Urban,High School,2L-5L,0,5,6181,1,A,Gold,31896
4437,Female,Rural,Bachelor,More than 10L,1,7,0,More than 1,B,Platinum,63348
4438,Female,Urban,Bachelor,2L-5L,0,8,5932,More than 1,A,Platinum,226632
4439,Male,Urban,High School,2L-5L,0,2,7346,More than 1,A,Platinum,70392
4440,Female,Urban,Bachelor,<=2L,1,6,7962,More than 1,A,Platinum,110436
4441,Male,Urban,High School,2L-5L,1,5,0,More than 1,A,Platinum,92604
4442,Male,Urban,High School,5L-10L,1,8,9982,1,A,Gold,34224
4443,Female,Urban,Bachelor,More than 10L,0,1,5920,More than 1,A,Platinum,49440
4444,Male,Urban,Bachelor,More than 10L,1,5,3726,1,A,Gold,33060
4445,Female,Urban,High School,2L-5L,0,7,7711,More than 1,C,Platinum,60636
4446,Female,Urban,Bachelor,5L-10L,0,5,6481,More than 1,A,Silver,361908
4447,Female,Urban,High School,5L-10L,1,4,6381,1,A,Platinum,53088
4448,Female,Urban,High School,2L-5L,0,0,7949,More than 1,A,Platinum,71364
4449,Male,Urban,High School,More than 10L,1,6,6560,More than 1,B,Platinum,449520
4450,Male,Urban,High School,5L-10L,1,6,3474,More than 1,B,Gold,93156
4451,Male,Urban,Bachelor,2L-5L,1,0,5439,More than 1,A,Gold,50280
4452,Female,Urban,Bachelor,5L-10L,0,6,5863,More than 1,A,Silver,111708
4453,Female,Rural,Bachelor,5L-10L,1,1,0,More than 1,B,Gold,66720
4454,Male,Urban,Bachelor,5L-10L,0,1,4073,More than 1,C,Platinum,92004
4455,Male,Urban,High School,More than 10L,0,6,8954,More than 1,A,Platinum,58032
4456,Male,Rural,Bachelor,5L-10L,1,7,2691,1,B,Gold,33660
4457,Female,Urban,High School,<=2L,1,3,3704,More than 1,A,Silver,113364
4458,Male,Urban,High School,2L-5L,1,4,4125,More than 1,A,Gold,159192
4459,Male,Urban,High School,More than 10L,0,4,6673,1,A,Platinum,38136
4460,Female,Urban,Bachelor,5L-10L,0,0,0,1,A,Platinum,34224
4461,Female,Urban,High School,5L-10L,0,5,4258,1,A,Silver,49488
4462,Female,Urban,Bachelor,2L-5L,1,4,6249,More than 1,C,Silver,70260
4463,Female,Rural,High School,5L-10L,1,4,9068,More than 1,A,Silver,91596
4464,Male,Urban,High School,5L-10L,0,6,5684,More than 1,A,Silver,102996
4465,Female,Rural,High School,2L-5L,0,8,0,1,A,Silver,31308
4466,Male,Rural,Bachelor,5L-10L,1,6,2714,More than 1,A,Platinum,56892
4467,Male,Rural,High School,5L-10L,1,6,0,1,A,Platinum,31956
4468,Female,Rural,High School,5L-10L,0,2,2303,1,B,Platinum,32952
4469,Female,Rural,High School,5L-10L,1,4,0,1,A,Platinum,37464
4470,Male,Urban,Bachelor,2L-5L,0,7,3450,1,A,Platinum,64728
4471,Male,Rural,Others,5L-10L,1,7,0,1,B,Platinum,37992
4472,Female,Rural,High School,5L-10L,1,4,2321,1,B,Gold,53964
4473,Female,Urban,High School,5L-10L,1,2,3461,More than 1,A,Platinum,329256
4474,Male,Urban,Others,2L-5L,1,6,3836,More than 1,C,Gold,273192
4475,Male,Urban,High School,5L-10L,1,4,7310,More than 1,A,Platinum,155016
4476,Male,Urban,Bachelor,More than 10L,0,8,3809,1,B,Platinum,51540
4477,Male,Urban,Bachelor,5L-10L,0,6,5165,More than 1,A,Gold,283896
4478,Female,Urban,Bachelor,2L-5L,1,7,4650,1,A,Gold,33228
4479,Male,Urban,High School,2L-5L,1,2,5428,1,A,Platinum,39912
4480,Male,Rural,Bachelor,5L-10L,1,5,2139,1,B,Silver,65544
4481,Male,Urban,High School,5L-10L,0,8,20878,1,A,Platinum,28152
4482,Female,Urban,High School,More than 10L,1,5,2520,More than 1,A,Platinum,136968
4483,Male,Rural,Bachelor,More than 10L,1,5,3148,More than 1,B,Platinum,67728
4484,Male,Urban,High School,2L-5L,0,4,2115,More than 1,B,Gold,73584
4485,Female,Urban,High School,More than 10L,1,7,3774,More than 1,A,Platinum,255444
4486,Male,Rural,Bachelor,5L-10L,0,0,3599,More than 1,B,Gold,103392
4487,Male,Urban,High School,5L-10L,0,7,6946,More than 1,A,Silver,32556
4488,Male,Urban,Bachelor,5L-10L,1,4,8057,More than 1,A,Silver,491532
4489,Male,Urban,Bachelor,5L-10L,0,4,4909,More than 1,A,Gold,68148
4490,Female,Urban,High School,2L-5L,0,5,6321,1,B,Platinum,63240
4491,Male,Urban,Bachelor,5L-10L,1,6,4981,1,A,Platinum,31932
4492,Male,Urban,Bachelor,5L-10L,0,5,0,More than 1,A,Silver,64860
4493,Male,Urban,Bachelor,5L-10L,1,2,5837,More than 1,A,Platinum,55500
4494,Male,Rural,Bachelor,5L-10L,1,5,2808,More than 1,A,Platinum,51984
4495,Female,Rural,High School,5L-10L,1,0,0,1,B,Gold,32652
4496,Male,Urban,High School,5L-10L,1,1,3863,1,A,Platinum,32352
4497,Female,Rural,Bachelor,More than 10L,1,8,3557,More than 1,A,Gold,60612
4498,Female,Rural,Bachelor,5L-10L,1,7,0,1,B,Silver,36336
4499,Female,Urban,High School,More than 10L,0,7,4100,1,A,Gold,32892
4500,Female,Urban,Bachelor,5L-10L,1,6,4397,More than 1,A,Platinum,60360
4501,Male,Rural,Bachelor,5L-10L,0,2,3585,More than 1,A,Platinum,99552
4502,Male,Urban,Bachelor,2L-5L,0,5,5670,More than 1,A,Silver,57132
4503,Female,Rural,High School,5L-10L,1,6,0,More than 1,B,Silver,61812
4504,Male,Urban,Bachelor,2L-5L,0,6,4040,More than 1,B,Platinum,258996
4505,Male,Urban,High School,5L-10L,1,7,9576,More than 1,A,Platinum,223200
